judul_berita,penulis_berita,url_berita,media_online,tanggal_berita_dt,top_keyword,lex_match,fuzz_score,embed_sim,relevance_score,is_relevant,karakter_count,judul_berita_bersih,kategori_isu,score_kemenkeu,score_nasional,score_lainnya_hint,matched_terms,score_detail,label_reason
"Perusahaan Tak Keluar Uang untuk Magang Perguruan Tinggi, Biaya Ditanggung Pemerintah",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165472/perusahaan-tak-keluar-uang-untuk-magang-perguruan-tinggi-biaya-ditanggung-pemerintah,liputan6,2025-09-22 15:00:34+07:00,diskusi banggar dpr,0.0,0.231,0.681,0.478,False,85,"perusahaan tak keluar uang untuk magang perguruan tinggi, biaya ditanggung pemerintah",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Harga Emas 24 Karat Hari Ini 22 September 2025: Antam Naik, Pegadaian Stagnan, Perhiasan B...",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165370/harga-emas-24-karat-hari-ini-22-september-2025-antam-naik-pegadaian-stagnan-perhiasan-bervariasi,liputan6,2025-09-22 12:20:36+07:00,suntikan dana rp200 triliun,0.0,0.2,0.697,0.478,False,93,"harga emas 24 karat hari ini 22 september 2025: antam naik, pegadaian stagnan, perhiasan b",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Kerja Keras Tak Bakal Khianati Hasil Itu Mitos, Begini Kata Pakar Karier Stanford",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6163483/kerja-keras-tak-bakal-khianati-hasil-itu-mitos-begini-kata-pakar-karier-stanford,liputan6,2025-09-22 06:00:59+07:00,suntikan dana rp200 triliun,0.0,0.259,0.667,0.478,False,81,"kerja keras tak bakal khianati hasil itu mitos, begini kata pakar karier stanford",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Rekap Kabar Abroad Pemain Timnas Indonesia: James, Walsh, Shayne, dan Pratama Arhan",,https://www.tribunnews.com/superskor/7731624/rekap-kabar-abroad-pemain-timnas-indonesia-james-walsh-shayne-dan-pratama-arhan,tribunnews,2025-09-21 21:26:00+07:00,suntikan dana rp200 triliun,0.0,0.2,0.697,0.478,False,83,"rekap kabar abroad pemain timnas indonesia: james, walsh, shayne, dan pratama arhan",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Pemerintah Lepas Udang Terkontaminasi ke Pasar Lokal, Pengusaha Sebut Banyak Risiko",,https://www.tribunnews.com/bisnis/7731911/pemerintah-lepas-udang-terkontaminasi-ke-pasar-lokal-pengusaha-sebut-banyak-risiko,tribunnews,2025-09-22 14:48:00+07:00,diskusi banggar dpr,0.0,0.235,0.68,0.478,False,83,"pemerintah lepas udang terkontaminasi ke pasar lokal, pengusaha sebut banyak risiko",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Angka Obesitas di Jakarta Tinggi, Pramono Anung Diminta Tinjau Ulang Pajak Olahraga",,https://www.tribunnews.com/metropolitan/7731606/angka-obesitas-di-jakarta-tinggi-pramono-anung-diminta-tinjau-ulang-pajak-olahraga,tribunnews,2025-09-21 20:02:00+07:00,suntikan dana rp200 triliun,0.0,0.2,0.697,0.478,False,83,"angka obesitas di jakarta tinggi, pramono anung diminta tinjau ulang pajak olahraga",Isu Kemenkeu,5,0,3,"{'kemenkeu': ['\\bpajak\\b|\\bppn\\b|\\bpajak penghasilan\\b|\\bpbb\\b|\\bpajak daerah\\b'], 'nasional': [], 'lainnya_hint': ['\\bolahraga\\b|\\bsport(s)?\\b|\\bbola\\b|\\bfifa\\b|\\bmotogp\\b|\\bf1\\b']}","{'kemenkeu': {'\\bpajak\\b|\\bppn\\b|\\bpajak penghasilan\\b|\\bpbb\\b|\\bpajak daerah\\b': 5}, 'nasional': {}, 'lainnya_hint': {'\\bolahraga\\b|\\bsport(s)?\\b|\\bbola\\b|\\bfifa\\b|\\bmotogp\\b|\\bf1\\b': 3}}",Kuat indikasi fiskal/Kemenkeu.
Kemensos dan Pemprov Papua Pegunungan Kolaborasi Tangani Dampak Konflik Yalimo,,https://www.tribunnews.com/kilas-kementerian/7731948/kemensos-dan-pemprov-papua-pegunungan-kolaborasi-tangani-dampak-konflik-yalimo,tribunnews,2025-09-22 15:28:00+07:00,diskusi banggar dpr,0.0,0.247,0.674,0.478,False,78,kemensos dan pemprov papua pegunungan kolaborasi tangani dampak konflik yalimo,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Andre Taulany Kukuh Gugat Cerai Istri, Sule Curiga Masalah Rumah Tangga Sahabatnya Menggunung",,https://www.tribunnews.com/seleb/7731940/andre-taulany-kukuh-gugat-cerai-istri-sule-curiga-masalah-rumah-tangga-sahabatnya-menggunung,tribunnews,2025-09-22 15:21:00+07:00,suntikan dana rp200 triliun,0.0,0.233,0.681,0.478,False,93,"andre taulany kukuh gugat cerai istri, sule curiga masalah rumah tangga sahabatnya menggunung",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Garuda Indonesia Mau Tambah 7 Pesawat Tahun Ini, 5 Armada Sudah Jalan",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165308/garuda-indonesia-mau-tambah-7-pesawat-tahun-ini-5-armada-sudah-jalan,liputan6,2025-09-22 11:30:28+07:00,suntikan dana rp200 triliun,0.0,0.208,0.692,0.477,False,69,"garuda indonesia mau tambah 7 pesawat tahun ini, 5 armada sudah jalan",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Kakorlantas Siap Evaluasi Permintaan Voorijder Marak di Medsos: Kawal Boleh, Tatetot Dikurangi",,https://www.tribunnews.com/nasional/7731924/kakorlantas-siap-evaluasi-permintaan-voorijder-marak-di-medsos-kawal-boleh-tatetot-dikurangi,tribunnews,2025-09-22 15:05:00+07:00,makan bergizi gratis,0.0,0.211,0.69,0.477,False,94,"kakorlantas siap evaluasi permintaan voorijder marak di medsos: kawal boleh, tatetot dikurangi",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Briptu Rizka Ditahan Kasus Kematian Suaminya Brigadir Esco, Kuasa Hukum Bantah Isu Perselingkuhan",,https://www.tribunnews.com/regional/7731930/briptu-rizka-ditahan-kasus-kematian-suaminya-brigadir-esco-kuasa-hukum-bantah-isu-perselingkuhan,tribunnews,2025-09-22 15:12:00+07:00,diskusi banggar dpr,0.0,0.241,0.673,0.476,False,97,"briptu rizka ditahan kasus kematian suaminya brigadir esco, kuasa hukum bantah isu perselingkuhan",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Konfederasi Serikat Pekerja Seluruh Indonesia Dukung Reformasi Polri,,https://www.tribunnews.com/nasional/7731918/konfederasi-serikat-pekerja-seluruh-indonesia-dukung-reformasi-polri,tribunnews,2025-09-22 14:58:00+07:00,suntikan dana rp200 triliun,0.0,0.232,0.678,0.476,False,68,konfederasi serikat pekerja seluruh indonesia dukung reformasi polri,Isu Nasional,0,5,0,"{'kemenkeu': [], 'nasional': ['\\bkpk\\b|\\bott\\b|\\bkejagung\\b|\\bkejaksaan agung\\b|\\bpolri\\b|\\bbnn\\b'], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {'\\bkpk\\b|\\bott\\b|\\bkejagung\\b|\\bkejaksaan agung\\b|\\bpolri\\b|\\bbnn\\b': 5}, 'lainnya_hint': {}}",Kuat indikasi pemerintah/penegakan hukum pusat/politik nasional.
"Sempat Dirawat, Ibu Rumah Tangga yang Dibakar Suaminya di Cakung Jaktim Meninggal Dunia",,https://www.tribunnews.com/metropolitan/7731956/sempat-dirawat-ibu-rumah-tangga-yang-dibakar-suaminya-di-cakung-jaktim-meninggal-dunia,tribunnews,2025-09-22 15:43:00+07:00,suntikan dana rp200 triliun,0.0,0.246,0.671,0.476,False,87,"sempat dirawat, ibu rumah tangga yang dibakar suaminya di cakung jaktim meninggal dunia",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Eza Gionino Bantah Adanya Orang Ketiga di Rumah Tangganya dengan Meiza Aulia: Komunikasi Kita Kurang,,https://www.tribunnews.com/seleb/7731937/eza-gionino-bantah-adanya-orang-ketiga-di-rumah-tangganya-dengan-meiza-aulia-komunikasi-kita-kurang,tribunnews,2025-09-22 15:18:00+07:00,suntikan dana rp200 triliun,0.0,0.268,0.66,0.476,False,100,eza gionino bantah adanya orang ketiga di rumah tangganya dengan meiza aulia: komunikasi kita kurang,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Garuda Indonesia Bakal Pangkas Rute Penerbangan Tak Menguntungkan,Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165373/garuda-indonesia-bakal-pangkas-rute-penerbangan-tak-menguntungkan,liputan6,2025-09-22 13:15:13+07:00,diskusi banggar dpr,0.0,0.238,0.673,0.475,False,65,garuda indonesia bakal pangkas rute penerbangan tak menguntungkan,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Viral Anak Bawa Mobil tapi Tak Ada di LHKPN Walkot Prabumulih, Ini Kata KPK",Tidak Diketahui,https://news.detik.com/berita/d-8124433/viral-anak-bawa-mobil-tapi-tak-ada-di-lhkpn-walkot-prabumulih-ini-kata-kpk,detik,2055-09-22 00:00:00+07:00,suntikan dana rp200 triliun,0.0,0.235,0.672,0.474,False,75,"viral anak bawa mobil tapi tak ada di lhkpn walkot prabumulih, ini kata kpk",Isu Nasional,0,5,2,"{'kemenkeu': [], 'nasional': ['\\bkpk\\b|\\bott\\b|\\bkejagung\\b|\\bkejaksaan agung\\b|\\bpolri\\b|\\bbnn\\b'], 'lainnya_hint': ['\\bviral\\b|\\btiktok\\b|\\binstagram\\b']}","{'kemenkeu': {}, 'nasional': {'\\bkpk\\b|\\bott\\b|\\bkejagung\\b|\\bkejaksaan agung\\b|\\bpolri\\b|\\bbnn\\b': 5}, 'lainnya_hint': {'\\bviral\\b|\\btiktok\\b|\\binstagram\\b': 2}}",Kuat indikasi pemerintah/penegakan hukum pusat/politik nasional.
"Kapolri Bentuk Tim Reformasi Polri, Komjen Chryshnanda Dwilaksana Sebagai Ketua",Tidak Diketahui,https://www.liputan6.com/news/read/6165232/kapolri-bentuk-tim-reformasi-polri-komjen-chryshnanda-dwilaksana-sebagai-ketua,liputan6,2025-09-22 10:03:47+07:00,suntikan dana rp200 triliun,0.0,0.208,0.687,0.474,False,79,"kapolri bentuk tim reformasi polri, komjen chryshnanda dwilaksana sebagai ketua",Isu Nasional,0,9,0,"{'kemenkeu': [], 'nasional': ['\\bkpk\\b|\\bott\\b|\\bkejagung\\b|\\bkejaksaan agung\\b|\\bpolri\\b|\\bbnn\\b', '\\bkapolri\\b|\\bkapuspen\\b'], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {'\\bkpk\\b|\\bott\\b|\\bkejagung\\b|\\bkejaksaan agung\\b|\\bpolri\\b|\\bbnn\\b': 5, '\\bkapolri\\b|\\bkapuspen\\b': 4}, 'lainnya_hint': {}}",Kuat indikasi pemerintah/penegakan hukum pusat/politik nasional.
"Cegah Anarko Buat Rusuh saat Demo di DPR, Polisi Sekat Massa di Stasiun Cikarang",Tidak Diketahui,https://news.okezone.com/read/2025/09/22/338/3171624/cegah-anarko-buat-rusuh-saat-demo-di-dpr-polisi-sekat-massa-di-stasiun-cikarang,okezone,2025-09-22 13:10:00+07:00,suntikan dana rp200 triliun,0.0,0.262,0.66,0.474,False,80,"cegah anarko buat rusuh saat demo di dpr, polisi sekat massa di stasiun cikarang",Isu Nasional,0,4,0,"{'kemenkeu': [], 'nasional': ['\\bdpr\\b|\\bdpd\\b|\\bmpr\\b'], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {'\\bdpr\\b|\\bdpd\\b|\\bmpr\\b': 4}, 'lainnya_hint': {}}",Kuat indikasi pemerintah/penegakan hukum pusat/politik nasional.
Eks Waketum Gerindra Arief Poyuono Jadi Komisaris PelindoMarket1 jam yang lalu,Tidak Diketahui,https://www.cnbcindonesia.com/market/20250922141136-17-669119/eks-waketum-gerindra-arief-poyuono-jadi-komisaris-pelindo,cnbc,2025-09-22 00:00:00+07:00,makan bergizi gratis,0.0,0.184,0.697,0.473,False,78,eks waketum gerindra arief poyuono jadi komisaris pelindo,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"5 Fakta Patan Durbar Square, Pusat Agama Hindu dan Budha di Nepal",Sanggar Sukma Sijati,https://www.idntimes.com/science/discovery/5-fakta-patan-durbar-square-jadi-pusat-agama-hindu-budha-di-nepal-c1c2-01-nz139-b1hk49,idn_times,2025-09-22 05:26:00+07:00,suntikan dana rp200 triliun,0.0,0.217,0.68,0.473,False,65,"5 fakta patan durbar square, pusat agama hindu dan budha di nepal",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Polres Metro Jakpus Gelar Patroli Gabungan 'Jaga Jakarta', Antisipasi Gangguan Kamtibmas",Tidak Diketahui,https://www.liputan6.com/news/read/6165079/polres-metro-jakpus-gelar-patroli-gabungan-jaga-jakarta-antisipasi-gangguan-kamtibmas,liputan6,2025-09-21 23:26:44+07:00,suntikan dana rp200 triliun,0.0,0.209,0.684,0.473,False,88,"polres metro jakpus gelar patroli gabungan 'jaga jakarta', antisipasi gangguan kamtibmas",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Dua Mitos yang Sering Muncul tentang Kanker Tulang, Dokter Ungkap Fakta Sebenarnya",,https://www.tribunnews.com/kesehatan/7731630/dua-mitos-yang-sering-muncul-tentang-kanker-tulang-dokter-ungkap-fakta-sebenarnya,tribunnews,2025-09-21 23:03:00+07:00,suntikan dana rp200 triliun,0.0,0.239,0.669,0.473,False,82,"dua mitos yang sering muncul tentang kanker tulang, dokter ungkap fakta sebenarnya",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Sikapi Gejolak di Filipina hingga Nepal, Buruh Bakal Gelar Apel Kebangsaan di Bekasi",,https://www.tribunnews.com/nasional/7731960/sikapi-gejolak-di-filipina-hingga-nepal-buruh-bakal-gelar-apel-kebangsaan-di-bekasi,tribunnews,2025-09-22 15:49:00+07:00,diskusi banggar dpr,0.0,0.194,0.691,0.473,False,84,"sikapi gejolak di filipina hingga nepal, buruh bakal gelar apel kebangsaan di bekasi",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
3 Prompt Gemini AI Edit Foto Makkah Depan Kabah-Payung Masjid NabawiTech1 jam yang lalu,Tidak Diketahui,https://www.cnbcindonesia.com/tech/20250922124107-37-669097/3-prompt-gemini-ai-edit-foto-makkah-depan-kabah-payung-masjid-nabawi,cnbc,2025-09-22 00:00:00+07:00,suntikan dana rp200 triliun,0.0,0.193,0.69,0.472,False,87,3 prompt gemini ai edit foto makkah depan kabah-payung masjid nabawi,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Sebar Bansos Minyak Goreng, Pemerintah Tambah Anggaran",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165431/sebar-bansos-minyak-goreng-pemerintah-tambah-anggaran,liputan6,2025-09-22 14:15:43+07:00,suntikan dana rp200 triliun,0.0,0.296,0.638,0.472,False,54,"sebar bansos minyak goreng, pemerintah tambah anggaran",Isu Lainnya,3,0,0,"{'kemenkeu': ['\\banggaran\\b'], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {'\\banggaran\\b': 3}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Daftar Lengkap Juara Superliga Junior 2025: Klub Bulutangkis PB Djarum Sabet Dua Piala Legenda,,https://www.tribunnews.com/sport/7731629/daftar-lengkap-juara-superliga-junior-2025-klub-bulutangkis-pb-djarum-sabet-dua-piala-legenda,tribunnews,2025-09-21 23:01:00+07:00,suntikan dana rp200 triliun,0.0,0.182,0.696,0.472,False,94,daftar lengkap juara superliga junior 2025: klub bulutangkis pb djarum sabet dua piala legenda,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Kemenperin Perkuat Peran Indonesia dalam Rantai Pasok Halal Global melalui Halal Indo 2025,,https://www.tribunnews.com/bisnis/7731922/kemenperin-perkuat-peran-indonesia-dalam-rantai-pasok-halal-global-melalui-halal-indo-2025,tribunnews,2025-09-22 15:04:00+07:00,makan bergizi gratis,0.0,0.218,0.677,0.472,False,90,kemenperin perkuat peran indonesia dalam rantai pasok halal global melalui halal indo 2025,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
PAN Jabar Pastikan Surat Terkait Penjaringan Calon Pendamping Desa Hoax,,https://www.tribunnews.com/nasional/7731578/pan-jabar-pastikan-surat-terkait-penjaringan-calon-pendamping-desa-hoax,tribunnews,2025-09-21 17:32:00+07:00,suntikan dana rp200 triliun,0.0,0.265,0.654,0.472,False,71,pan jabar pastikan surat terkait penjaringan calon pendamping desa hoax,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Sempat Hilang, Ibu Bocah yang Tewas di Jakut Ditemukan Patroli Polisi",Tidak Diketahui,https://news.detik.com/berita/d-8124534/sempat-hilang-ibu-bocah-yang-tewas-di-jakut-ditemukan-patroli-polisi,detik,2025-09-22 00:00:00+07:00,suntikan dana rp200 triliun,0.0,0.25,0.66,0.471,False,69,"sempat hilang, ibu bocah yang tewas di jakut ditemukan patroli polisi",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Kasus Keracunan MBG, BGN dan Polisi Investigasi Operasional SPPG di Banggai Kepulauan",Tidak Diketahui,https://www.liputan6.com/news/read/6164853/kasus-keracunan-mbg-bgn-dan-polisi-investigasi-operasional-sppg-di-banggai-kepulauan,liputan6,2025-09-21 14:50:03+07:00,MBG,1.0,0.068,0.585,0.471,False,85,"kasus keracunan mbg, bgn dan polisi investigasi operasional sppg di banggai kepulauan",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Purbaya Ungkap Kepercayaan Investor Pulih Cepat Pasca Demo 17+8News1 jam yang lalu,Tidak Diketahui,https://www.cnbcindonesia.com/news/20250922141255-4-669117/purbaya-ungkap-kepercayaan-investor-pulih-cepat-pasca-demo-17-8,cnbc,2025-09-22 00:00:00+07:00,makan bergizi gratis,0.0,0.196,0.685,0.47,False,82,purbaya ungkap kepercayaan investor pulih cepat pasca demo 17+8,Isu Kemenkeu,6,0,0,"{'kemenkeu': ['\\b(purbaya yudhi|purbaya)\\b'], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {'\\b(purbaya yudhi|purbaya)\\b': 6}, 'nasional': {}, 'lainnya_hint': {}}",Kuat indikasi fiskal/Kemenkeu.
Habiburokhman Beri Penghargaan ke Aipda Marsidon di Hari Lalu Lintas Bhayangkara Ke-70,Tidak Diketahui,https://news.detik.com/berita/d-8124520/habiburokhman-beri-penghargaan-ke-aipda-marsidon-di-hari-lalu-lintas-bhayangkara-ke-70,detik,2025-09-27 00:00:00+07:00,makan bergizi gratis,0.0,0.245,0.66,0.47,False,86,habiburokhman beri penghargaan ke aipda marsidon di hari lalu lintas bhayangkara ke-70,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Terbongkar Modus Jahat 2 Kakek Cabuli 2 Bocah Bersamaan di Bogor,Tidak Diketahui,https://news.detik.com/berita/d-8123242/terbongkar-modus-jahat-2-kakek-cabuli-2-bocah-bersamaan-di-bogor,detik,2025-09-22 00:00:00+07:00,makan bergizi gratis,0.0,0.238,0.664,0.47,False,64,terbongkar modus jahat 2 kakek cabuli 2 bocah bersamaan di bogor,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
22 September Hari Apa? Ini Jawabannya Mulai  Hari Menara Suar Nasional hingga Hari Badak S...,Tidak Diketahui,https://www.liputan6.com/news/read/6163106/22-september-hari-apa-ini-jawabannya-mulai-hari-menara-suar-nasional-hingga-hari-badak-sedunia,liputan6,2025-09-22 06:45:03+07:00,diskusi banggar dpr,0.0,0.196,0.685,0.47,False,93,22 september hari apa? ini jawabannya mulai hari menara suar nasional hingga hari badak s,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Analisis Pengamat: Dua Alasan Strategis di Balik Pilihan Prabowo Tunjuk Djamari Sebagai Me...,Tidak Diketahui,https://www.liputan6.com/news/read/6164777/analisis-pengamat-dua-alasan-strategis-di-balik-pilihan-prabowo-tunjuk-djamari-sebagai-menko-polkam,liputan6,2025-09-21 12:09:40+07:00,suntikan dana rp200 triliun,0.0,0.217,0.675,0.47,False,93,analisis pengamat: dua alasan strategis di balik pilihan prabowo tunjuk djamari sebagai me,Isu Nasional,0,5,0,"{'kemenkeu': [], 'nasional': ['\\bprabowo\\b|\\bgibran\\b'], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {'\\bprabowo\\b|\\bgibran\\b': 5}, 'lainnya_hint': {}}",Kuat indikasi pemerintah/penegakan hukum pusat/politik nasional.
"Daftar 16 Wakil Indonesia di French Open 2025: Ada Jojo, Fajar/Fikri, hingga Duet Baru Rian/Rahmat",,https://www.tribunnews.com/sport/7731927/daftar-16-wakil-indonesia-di-french-open-2025-ada-jojo-fajarfikri-hingga-duet-baru-rianrahmat,tribunnews,2025-09-22 15:07:00+07:00,diskusi banggar dpr,0.0,0.205,0.681,0.47,False,98,"daftar 16 wakil indonesia di french open 2025: ada jojo, fajar/fikri, hingga duet baru rian/rahmat",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Tim Independen LNHAM akan Gali Keterangan Polisi Hingga Keluarga Korban Terkait Demo Agustus,,https://www.tribunnews.com/nasional/7731582/tim-independen-lnham-akan-gali-keterangan-polisi-hingga-keluarga-korban-terkait-demo-agustus,tribunnews,2025-09-21 17:51:00+07:00,makan bergizi gratis,0.0,0.232,0.667,0.47,False,92,tim independen lnham akan gali keterangan polisi hingga keluarga korban terkait demo agustus,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Soal Rencana IPO Bank Syariah Nasional, Ini Kata Bos BTN (BBTN)Market1 jam yang lalu",Tidak Diketahui,https://www.cnbcindonesia.com/market/20250922122353-17-669048/soal-rencana-ipo-bank-syariah-nasional-ini-kata-bos-btn--bbtn-,cnbc,2025-09-22 00:00:00+07:00,suntikan dana rp200 triliun,0.0,0.216,0.673,0.469,False,84,"soal rencana ipo bank syariah nasional, ini kata bos btn (bbtn)",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Jawab Ultimatum Trump Soal Pangkalan Bagram, Taliban: Jangan Ulangi Kegagalan Masa Lalu",Tidak Diketahui,https://news.okezone.com/read/2025/09/22/18/3171623/jawab-ultimatum-trump-soal-pangkalan-bagram-taliban-jangan-ulangi-kegagalan-masa-lalu,okezone,2025-09-22 12:59:00+07:00,makan bergizi gratis,0.0,0.243,0.66,0.469,False,87,"jawab ultimatum trump soal pangkalan bagram, taliban: jangan ulangi kegagalan masa lalu",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
