judul_berita,penulis_berita,url_berita,media_online,tanggal_berita_dt,top_keyword,lex_match,fuzz_score,embed_sim,relevance_score,is_relevant,karakter_count,judul_berita_bersih,kategori_isu,score_kemenkeu,score_nasional,score_lainnya_hint,matched_terms,score_detail,label_reason
"Ayah Rindu Mau Bertemu Anak yang Tinggal Bareng Mantan Istri, saat Datang Ternyata Sudah T...",Tidak Diketahui,https://www.liputan6.com/news/read/6165507/ayah-rindu-mau-bertemu-anak-yang-tinggal-bareng-mantan-istri-saat-datang-ternyata-sudah-tak-bernyawa,liputan6,2025-09-22 14:37:28+07:00,diskusi banggar dpr,0.0,0.232,0.719,0.501,False,93,"ayah rindu mau bertemu anak yang tinggal bareng mantan istri, saat datang ternyata sudah t",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Panglima TNI Akui Jarang Pakai Strobo Saat di Jalan: Ganggu, Saya Ingin Nyaman",Tidak Diketahui,https://www.liputan6.com/news/read/6164903/panglima-tni-akui-jarang-pakai-strobo-saat-di-jalan-ganggu-saya-ingin-nyaman,liputan6,2025-09-21 16:05:36+07:00,diskusi banggar dpr,0.0,0.186,0.742,0.501,False,78,"panglima tni akui jarang pakai strobo saat di jalan: ganggu, saya ingin nyaman",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Anggota DPR Pertanyakan Kabar Garuda Indonesia Rekrut Direktur Keuangan dari Singapore Air...,Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165505/anggota-dpr-pertanyakan-kabar-garuda-indonesia-rekrut-direktur-keuangan-dari-singapore-airlines,liputan6,2025-09-22 15:45:18+07:00,makan bergizi gratis,0.0,0.212,0.729,0.501,False,93,anggota dpr pertanyakan kabar garuda indonesia rekrut direktur keuangan dari singapore air,Isu Nasional,0,4,0,"{'kemenkeu': [], 'nasional': ['\\bdpr\\b|\\bdpd\\b|\\bmpr\\b'], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {'\\bdpr\\b|\\bdpd\\b|\\bmpr\\b': 4}, 'lainnya_hint': {}}",Kuat indikasi pemerintah/penegakan hukum pusat/politik nasional.
"IAGI: Gag Nikel Raja Ampat Beroperasi Lagi, Cadangannya Sumbang Hilirisasi",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165503/iagi-gag-nikel-raja-ampat-beroperasi-lagi-cadangannya-sumbang-hilirisasi,liputan6,2025-09-22 15:30:08+07:00,diskusi banggar dpr,0.0,0.237,0.716,0.501,False,74,"iagi: gag nikel raja ampat beroperasi lagi, cadangannya sumbang hilirisasi",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Waspada! Pelemahan Rupiah Menuju Level 16.900 per Dolar AS,Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165399/waspada-pelemahan-rupiah-menuju-level-16900-per-dolar-as,liputan6,2025-09-22 13:30:11+07:00,diskusi banggar dpr,0.0,0.234,0.717,0.501,False,58,waspada! pelemahan rupiah menuju level 16.900 per dolar as,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Kunci Jawaban Informatika Kelas 5 Halaman 68 69 Kurikulum Merdeka Bab 4: Ayo Berlatih 4.2,,https://www.tribunnews.com/pendidikan/7731909/kunci-jawaban-informatika-kelas-5-halaman-68-69-kurikulum-merdeka-bab-4-ayo-berlatih-42,tribunnews,2025-09-22 14:43:00+07:00,suntikan dana rp200 triliun,0.0,0.241,0.715,0.501,False,89,kunci jawaban informatika kelas 5 halaman 68 69 kurikulum merdeka bab 4: ayo berlatih 4.2,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
10 Negara yang Warganya Pakai Cincin Kawin di Tangan Kanan: Pasangan India Menganut Tradisi,,https://www.tribunnews.com/internasional/7731610/10-negara-yang-warganya-pakai-cincin-kawin-di-tangan-kanan-pasangan-india-menganut-tradisi,tribunnews,2025-09-21 20:17:00+07:00,suntikan dana rp200 triliun,0.0,0.271,0.699,0.501,False,91,10 negara yang warganya pakai cincin kawin di tangan kanan: pasangan india menganut tradisi,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Kondisi Jasad Bocah 8 Tahun Tewas di Kos Jakut: Tanpa Busana-Membusuk,Tidak Diketahui,https://news.detik.com/berita/d-8124435/kondisi-jasad-bocah-8-tahun-tewas-di-kos-jakut-tanpa-busana-membusuk,detik,2055-09-22 00:00:00+07:00,diskusi banggar dpr,0.0,0.227,0.72,0.5,False,69,kondisi jasad bocah 8 tahun tewas di kos jakut: tanpa busana-membusuk,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Meski Sudah Damai, Anggota TNI Pukul Pengemudi Ojol di Pontianak Tetap Diproses Hukum",Tidak Diketahui,https://www.liputan6.com/news/read/6165358/meski-sudah-damai-anggota-tni-pukul-pengemudi-ojol-di-pontianak-tetap-diproses-hukum,liputan6,2025-09-22 12:02:53+07:00,suntikan dana rp200 triliun,0.0,0.25,0.709,0.5,False,85,"meski sudah damai, anggota tni pukul pengemudi ojol di pontianak tetap diproses hukum",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Mendagri Tito Karnavian Ingatkan Pemda Jaga Kamtibmas dan Susun Strategi Tingkatkan Pertum...,Tidak Diketahui,https://www.liputan6.com/news/read/6164969/mendagri-tito-karnavian-ingatkan-pemda-jaga-kamtibmas-dan-susun-strategi-tingkatkan-pertumbuhan-ekonomi,liputan6,2025-09-21 18:55:18+07:00,makan bergizi gratis,0.0,0.23,0.718,0.5,False,93,mendagri tito karnavian ingatkan pemda jaga kamtibmas dan susun strategi tingkatkan pertum,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Sinergi Ekraf–Peruri: Dorong Lapangan Kerja dan Digitalisasi Industri Kreatif Indonesia,Tidak Diketahui,https://www.liputan6.com/bisnis/read/6164988/sinergi-ekrafperuri-dorong-lapangan-kerja-dan-digitalisasi-industri-kreatif-indonesia,liputan6,2025-09-21 19:45:37+07:00,suntikan dana rp200 triliun,0.0,0.281,0.693,0.5,False,87,sinergi ekraf–peruri: dorong lapangan kerja dan digitalisasi industri kreatif indonesia,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Pertahanan Borussia Monchengladbach bak Tembok saat Lawan Bayer Leverkusen, Kevin Diks Cs Dapat Pujian",Tidak Diketahui,https://bola.okezone.com/read/2025/09/22/51/3171653/pertahanan-borussia-monchengladbach-bak-tembok-saat-lawan-bayer-leverkusen-kevin-diks-cs-dapat-pujian,okezone,2025-09-22 14:46:00+07:00,makan bergizi gratis,0.0,0.197,0.734,0.5,False,102,"pertahanan borussia monchengladbach bak tembok saat lawan bayer leverkusen, kevin diks cs dapat pujian",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Kevin Diks Bangga Borussia Monchengladbach Imbangi Bayer Leverkusen di Kandang Lawan, Singgung soal Karakter",Tidak Diketahui,https://bola.okezone.com/read/2025/09/22/51/3171629/kevin-diks-bangga-borussia-monchengladbach-imbangi-bayer-leverkusen-di-kandang-lawan-singgung-soal-karakter,okezone,2025-09-22 13:24:00+07:00,diskusi banggar dpr,0.0,0.22,0.724,0.5,False,108,"kevin diks bangga borussia monchengladbach imbangi bayer leverkusen di kandang lawan, singgung soal karakter",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Kabar Terbaru Turis Kanada Jadi Korban Tindak Asusila di Bali, Pelaku Diserahkan ke Kejaksaan",,https://www.tribunnews.com/regional/7731915/kabar-terbaru-turis-kanada-jadi-korban-tindak-asusila-di-bali-pelaku-diserahkan-ke-kejaksaan,tribunnews,2025-09-22 14:49:00+07:00,diskusi banggar dpr,0.0,0.232,0.718,0.5,False,93,"kabar terbaru turis kanada jadi korban tindak asusila di bali, pelaku diserahkan ke kejaksaan",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Presiden Mahasiswa UIN Makassar Desak Menko Polkam Usut Dugaan TPPO Magang ke Jerman,,https://www.tribunnews.com/nasional/7731581/presiden-mahasiswa-uin-makassar-desak-menko-polkam-usut-dugaan-tppo-magang-ke-jerman,tribunnews,2025-09-21 17:40:00+07:00,suntikan dana rp200 triliun,0.0,0.216,0.725,0.5,False,84,presiden mahasiswa uin makassar desak menko polkam usut dugaan tppo magang ke jerman,Isu Nasional,0,5,0,"{'kemenkeu': [], 'nasional': ['\\bpresiden\\b|\\bwapres\\b|\\bwakil presiden\\b|\\bistana\\b|\\bsekretariat negara\\b'], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {'\\bpresiden\\b|\\bwapres\\b|\\bwakil presiden\\b|\\bistana\\b|\\bsekretariat negara\\b': 5}, 'lainnya_hint': {}}",Kuat indikasi pemerintah/penegakan hukum pusat/politik nasional.
"Undang Prabowo, Serikat Buruh Gelar Apel Besar-besaran di Bekasi Bulan Depan",Tidak Diketahui,https://news.detik.com/berita/d-8124498/undang-prabowo-serikat-buruh-gelar-apel-besar-besaran-di-bekasi-bulan-depan,detik,2037-09-22 00:00:00+07:00,diskusi banggar dpr,0.0,0.253,0.705,0.499,False,76,"undang prabowo, serikat buruh gelar apel besar-besaran di bekasi bulan depan",Isu Nasional,0,5,0,"{'kemenkeu': [], 'nasional': ['\\bprabowo\\b|\\bgibran\\b'], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {'\\bprabowo\\b|\\bgibran\\b': 5}, 'lainnya_hint': {}}",Kuat indikasi pemerintah/penegakan hukum pusat/politik nasional.
"Waspada Penipuan Lewat Hoaks Berkedok Cek Status Penerima Bantuan, Berikut Daftarnya",Tidak Diketahui,https://www.liputan6.com/cek-fakta/read/6165132/waspada-penipuan-lewat-hoaks-berkedok-cek-status-penerima-bantuan-berikut-daftarnya,liputan6,2025-09-22 07:30:59+07:00,diskusi banggar dpr,0.0,0.272,0.696,0.499,False,84,"waspada penipuan lewat hoaks berkedok cek status penerima bantuan, berikut daftarnya",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"PDIP Resmi Pecat Anggota DPRD Gorontalo Viral Mau Rampok Uang Negara Wahyudin Moridu, Siap...",Tidak Diketahui,https://www.liputan6.com/news/read/6165116/pdip-resmi-pecat-anggota-dprd-gorontalo-viral-mau-rampok-uang-negara-wahyudin-moridu-siapkan-paw,liputan6,2025-09-22 07:30:00+07:00,diskusi banggar dpr,0.0,0.25,0.706,0.499,False,93,"pdip resmi pecat anggota dprd gorontalo viral mau rampok uang negara wahyudin moridu, siap",Isu Lainnya,0,0,2,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': ['\\bviral\\b|\\btiktok\\b|\\binstagram\\b']}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {'\\bviral\\b|\\btiktok\\b|\\binstagram\\b': 2}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Jadwal MotoGP Jepang 2025 Akhir Pekan Ini: Menanti Comeback Manis Marc Marquez di Motegi,,https://www.tribunnews.com/sport/7731943/jadwal-motogp-jepang-2025-akhir-pekan-ini-menanti-comeback-manis-marc-marquez-di-motegi,tribunnews,2025-09-22 15:25:00+07:00,makan bergizi gratis,0.0,0.222,0.72,0.499,False,88,jadwal motogp jepang 2025 akhir pekan ini: menanti comeback manis marc marquez di motegi,Isu Lainnya,0,0,3,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': ['\\bolahraga\\b|\\bsport(s)?\\b|\\bbola\\b|\\bfifa\\b|\\bmotogp\\b|\\bf1\\b']}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {'\\bolahraga\\b|\\bsport(s)?\\b|\\bbola\\b|\\bfifa\\b|\\bmotogp\\b|\\bf1\\b': 3}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Isi Perpres Soal IKN Jadi Ibu Kota Politik Mulai 2028: Prabowo Tetapkan Target Penting,Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165385/isi-perpres-soal-ikn-jadi-ibu-kota-politik-mulai-2028-prabowo-tetapkan-target-penting,liputan6,2025-09-22 12:45:07+07:00,suntikan dana rp200 triliun,0.0,0.195,0.732,0.498,False,86,isi perpres soal ikn jadi ibu kota politik mulai 2028: prabowo tetapkan target penting,Isu Nasional,0,12,0,"{'kemenkeu': [], 'nasional': ['\\bprabowo\\b|\\bgibran\\b', '\\bperppu\\b|\\bpp\\b|\\bperpres\\b|\\binpres\\b', '\\bibukota nusantara\\b|\\bikn\\b'], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {'\\bprabowo\\b|\\bgibran\\b': 5, '\\bperppu\\b|\\bpp\\b|\\bperpres\\b|\\binpres\\b': 3, '\\bibukota nusantara\\b|\\bikn\\b': 4}, 'lainnya_hint': {}}",Kuat indikasi pemerintah/penegakan hukum pusat/politik nasional.
Adu Harga Emas 24 Karat di Semar Nusantara dan Pegadaian Hari Ini 21 September 2025,Tidak Diketahui,https://www.liputan6.com/bisnis/read/6164838/adu-harga-emas-24-karat-di-semar-nusantara-dan-pegadaian-hari-ini-21-september-2025,liputan6,2025-09-21 14:30:46+07:00,suntikan dana rp200 triliun,0.0,0.273,0.694,0.498,False,83,adu harga emas 24 karat di semar nusantara dan pegadaian hari ini 21 september 2025,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Identitas Bocah Perempuan  yang Tewas Bersimbah Darah di Kosan Penjaringan, Diduga Dibunuh!",Tidak Diketahui,https://news.okezone.com/read/2025/09/22/338/3171646/identitas-bocah-perempuan-nbsp-yang-tewas-bersimbah-darah-di-kosan-penjaringan-diduga-dibunuh,okezone,2025-09-22 14:10:00+07:00,diskusi banggar dpr,0.0,0.218,0.722,0.498,False,91,"identitas bocah perempuan yang tewas bersimbah darah di kosan penjaringan, diduga dibunuh!",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Pengendara Rela Tunggu Pasokan Bensin di SPBU Swasta, Yudi: Kalau Kepepet ya Terpaksa ke Pertamina",,https://www.tribunnews.com/metropolitan/7731623/pengendara-rela-tunggu-pasokan-bensin-di-spbu-swasta-yudi-kalau-kepepet-ya-terpaksa-ke-pertamina,tribunnews,2025-09-21 21:16:00+07:00,suntikan dana rp200 triliun,0.0,0.24,0.709,0.498,False,98,"pengendara rela tunggu pasokan bensin di spbu swasta, yudi: kalau kepepet ya terpaksa ke pertamina",Isu Lainnya,0,3,0,"{'kemenkeu': [], 'nasional': ['\\bpertamina\\b|\\bpln\\b|\\btelkom\\b|\\bbumn\\b'], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {'\\bpertamina\\b|\\bpln\\b|\\btelkom\\b|\\bbumn\\b': 3}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Mediasi Eza Gionino-Meiza Aulia Dinyatakan Berhasil Sebagian, Bagaimana Kelanjutan Gugatan Cerai?",,https://www.tribunnews.com/seleb/7731931/mediasi-eza-gionino-meiza-aulia-dinyatakan-berhasil-sebagian-bagaimana-kelanjutan-gugatan-cerai,tribunnews,2025-09-22 15:12:00+07:00,makan bergizi gratis,0.0,0.291,0.684,0.498,False,97,"mediasi eza gionino-meiza aulia dinyatakan berhasil sebagian, bagaimana kelanjutan gugatan cerai?",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Kunci Jawaban PAI Kelas 6 Kurikulum Merdeka Aktivitas Kelompok Halaman 93 Bab 5,,https://www.tribunnews.com/pendidikan/7731921/kunci-jawaban-pai-kelas-6-kurikulum-merdeka-aktivitas-kelompok-halaman-93-bab-5,tribunnews,2025-09-22 15:03:00+07:00,suntikan dana rp200 triliun,0.0,0.226,0.717,0.498,False,79,kunci jawaban pai kelas 6 kurikulum merdeka aktivitas kelompok halaman 93 bab 5,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"3 Kemenangan Beruntun Serie A, AC Milan Melaju Mulus dengan Allegri",,https://www.tribunnews.com/superskor/7731617/3-kemenangan-beruntun-serie-a-ac-milan-melaju-mulus-dengan-allegri,tribunnews,2025-09-21 20:35:00+07:00,makan bergizi gratis,0.0,0.253,0.704,0.498,False,67,"3 kemenangan beruntun serie a, ac milan melaju mulus dengan allegri",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Ada Demo Buruh di DPR, Ini Cara Polisi Antisipasi Agar Tak Disusupi Perusuh",,https://www.tribunnews.com/nasional/7731949/ada-demo-buruh-di-dpr-ini-cara-polisi-antisipasi-agar-tak-disusupi-perusuh,tribunnews,2025-09-22 15:29:00+07:00,diskusi banggar dpr,0.0,0.17,0.745,0.498,False,75,"ada demo buruh di dpr, ini cara polisi antisipasi agar tak disusupi perusuh",Isu Nasional,0,4,0,"{'kemenkeu': [], 'nasional': ['\\bdpr\\b|\\bdpd\\b|\\bmpr\\b'], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {'\\bdpr\\b|\\bdpd\\b|\\bmpr\\b': 4}, 'lainnya_hint': {}}",Kuat indikasi pemerintah/penegakan hukum pusat/politik nasional.
"Lewat Klinik dan Perpustakaan Terapung, Wujud Kepedulian Polda NTB untuk Warga Sekotong Barat",,https://www.tribunnews.com/nasional/7731575/lewat-klinik-dan-perpustakaan-terapung-wujud-kepedulian-polda-ntb-untuk-warga-sekotong-barat,tribunnews,2025-09-21 17:24:00+07:00,suntikan dana rp200 triliun,0.0,0.25,0.705,0.498,False,93,"lewat klinik dan perpustakaan terapung, wujud kepedulian polda ntb untuk warga sekotong barat",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Membaca Makna di Balik Prabowo Tetapkan IKN Jadi Ibu Kota Politik,Tidak Diketahui,https://www.liputan6.com/news/read/6165465/membaca-makna-di-balik-prabowo-tetapkan-ikn-jadi-ibu-kota-politik,liputan6,2025-09-22 13:58:32+07:00,suntikan dana rp200 triliun,0.0,0.261,0.698,0.497,False,65,membaca makna di balik prabowo tetapkan ikn jadi ibu kota politik,Isu Nasional,0,9,0,"{'kemenkeu': [], 'nasional': ['\\bprabowo\\b|\\bgibran\\b', '\\bibukota nusantara\\b|\\bikn\\b'], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {'\\bprabowo\\b|\\bgibran\\b': 5, '\\bibukota nusantara\\b|\\bikn\\b': 4}, 'lainnya_hint': {}}",Kuat indikasi pemerintah/penegakan hukum pusat/politik nasional.
"Suara Serak Bisa Jadi Gejala Kanker Pita Suara, Dokter Minta Jangan Sepelekan",,https://www.tribunnews.com/kesehatan/7731634/suara-serak-bisa-jadi-gejala-kanker-pita-suara-dokter-minta-jangan-sepelekan,tribunnews,2025-09-21 23:37:00+07:00,makan bergizi gratis,0.0,0.289,0.685,0.497,False,77,"suara serak bisa jadi gejala kanker pita suara, dokter minta jangan sepelekan",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Jadwal MPL ID S16 Week 6: Ujian Berat RRQ Hoshi Lawan ONIC dan Bigetron,,https://www.tribunnews.com/e-sport/7731925/jadwal-mpl-id-s16-week-6-ujian-berat-rrq-hoshi-lawan-onic-dan-bigetron,tribunnews,2025-09-22 15:05:00+07:00,suntikan dana rp200 triliun,0.0,0.245,0.706,0.497,False,71,jadwal mpl id s16 week 6: ujian berat rrq hoshi lawan onic dan bigetron,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Hati-Hati saat Menikmati Singkong Rebus, Jangan Dicampur 3 Makanan iniLifestyle1 jam yang lalu",Tidak Diketahui,https://www.cnbcindonesia.com/lifestyle/20250922103819-33-668996/hati-hati-saat-menikmati-singkong-rebus-jangan-dicampur-3-makanan-ini,cnbc,2025-09-22 00:00:00+07:00,suntikan dana rp200 triliun,0.0,0.248,0.703,0.496,False,94,"hati-hati saat menikmati singkong rebus, jangan dicampur 3 makanan ini",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Kasus Keracunan Meningkat, KPAI Usul Program MBG Disetop Sementara dan Dievaluasi Menyelur...",Tidak Diketahui,https://www.liputan6.com/news/read/6164803/kasus-keracunan-meningkat-kpai-usul-program-mbg-disetop-sementara-dan-dievaluasi-menyeluruh,liputan6,2025-09-21 12:58:34+07:00,MBG,1.0,0.062,0.628,0.496,False,93,"kasus keracunan meningkat, kpai usul program mbg disetop sementara dan dievaluasi menyelur",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Ekonom Usulkan Opsi Ini Ketimbang Tax Amnesty Lagi,Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165137/ekonom-usulkan-opsi-ini-ketimbang-tax-amnesty-lagi,liputan6,2025-09-22 08:30:19+07:00,makan bergizi gratis,0.0,0.286,0.684,0.496,False,50,ekonom usulkan opsi ini ketimbang tax amnesty lagi,Isu Kemenkeu,5,0,0,"{'kemenkeu': ['\\bamnesty\\b|\\bpengampunan pajak\\b'], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {'\\bamnesty\\b|\\bpengampunan pajak\\b': 5}, 'nasional': {}, 'lainnya_hint': {}}",Kuat indikasi fiskal/Kemenkeu.
"Prakiraan Cuaca Banjarmasin Selasa, 23 September 2025 Besok: Siang hingga Malam Cenderung Cerah",,https://www.tribunnews.com/regional/7731913/prakiraan-cuaca-banjarmasin-selasa-23-september-2025-besok-siang-hingga-malam-cenderung-cerah,tribunnews,2025-09-22 14:49:00+07:00,suntikan dana rp200 triliun,0.0,0.262,0.695,0.496,False,95,"prakiraan cuaca banjarmasin selasa, 23 september 2025 besok: siang hingga malam cenderung cerah",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Pemerintah Perkuat Tata Kelola Ibadah Haji dan Umrah Lewat Digitalisasi,,https://www.tribunnews.com/haji/7731933/pemerintah-perkuat-tata-kelola-ibadah-haji-dan-umrah-lewat-digitalisasi,tribunnews,2025-09-22 15:13:00+07:00,suntikan dana rp200 triliun,0.0,0.286,0.683,0.496,False,71,pemerintah perkuat tata kelola ibadah haji dan umrah lewat digitalisasi,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
